experiment,condition,mode,seed,step,phase_G0,phase_G1,phase_S,phase_G2,phase_M
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,16,0.5761,0.1522,0.1747,0.083,0.0138
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,17,0.5914,0.1552,0.1431,0.0897,0.0207
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,18,0.6055,0.1286,0.1732,0.0755,0.0172
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,19,0.5972,0.1532,0.1308,0.0981,0.0207
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,20,0.6324,0.1185,0.1341,0.101,0.0139
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,21,0.6237,0.1115,0.1324,0.1045,0.0279
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,22,0.6626,0.1165,0.1096,0.1096,0.0017
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,23,0.6619,0.0907,0.1335,0.0712,0.0427
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,24,0.719,0.0803,0.096,0.082,0.0227
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,25,0.754,0.0624,0.0963,0.0588,0.0285
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,26,0.774,0.0498,0.0943,0.0694,0.0125
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,27,0.7905,0.0528,0.0656,0.0893,0.0018
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,28,0.7908,0.0288,0.0921,0.0518,0.0365
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,29,0.8324,0.0234,0.0741,0.0643,0.0058
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,30,0.8408,0.0224,0.0612,0.051,0.0245
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,2,0.6081,0.1776,0.1062,0.083,0.0251
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,4,0.6004,0.1784,0.1115,0.0836,0.026
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,5,0.6014,0.1884,0.1069,0.0851,0.0181
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,6,0.5925,0.2046,0.1085,0.073,0.0214
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,7,0.5871,0.2178,0.1132,0.0662,0.0157
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,8,0.5626,0.2367,0.1218,0.0549,0.024
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,9,0.5796,0.2127,0.1273,0.0603,0.0201
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,10,0.5681,0.2233,0.1297,0.069,0.0099
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,11,0.5505,0.2248,0.1384,0.0765,0.0098
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,12,0.5541,0.2036,0.1535,0.0759,0.0129
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,13,0.5579,0.1849,0.1656,0.0659,0.0257
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,14,0.581,0.1635,0.1683,0.0683,0.019
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,15,0.5648,0.1632,0.1744,0.08,0.0176
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,16,0.5582,0.177,0.1611,0.0909,0.0128
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,17,0.5579,0.1608,0.1672,0.0981,0.0161
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,18,0.571,0.1484,0.1629,0.0952,0.0226
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,19,0.5844,0.1575,0.1461,0.0828,0.0292
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,20,0.6033,0.1756,0.1317,0.0683,0.0211
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,21,0.6386,0.165,0.1007,0.0759,0.0198
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,22,0.6678,0.1237,0.1254,0.0763,0.0068
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,23,0.676,0.0911,0.1226,0.0963,0.014
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,24,0.6906,0.0737,0.1187,0.1007,0.0162
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,25,0.7081,0.064,0.1243,0.0697,0.0339
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,26,0.7481,0.0388,0.1357,0.064,0.0136
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,27,0.7624,0.0079,0.1624,0.0396,0.0277
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,28,0.8012,0.008,0.1245,0.0482,0.0181
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,29,0.8288,0.0084,0.0793,0.0793,0.0042
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,30,0.8275,0.0131,0.0611,0.0895,0.0087
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,1,0.6328,0.1387,0.127,0.0781,0.0234
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,3,0.6041,0.1689,0.122,0.0769,0.0281
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,5,0.5817,0.2136,0.1131,0.079,0.0126
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,6,0.5762,0.2163,0.1135,0.0727,0.0213
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,7,0.5729,0.2257,0.1094,0.0694,0.0226
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,8,0.562,0.2496,0.1053,0.0645,0.0187
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,9,0.56,0.2417,0.1083,0.0767,0.0133
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,10,0.5378,0.2385,0.1349,0.074,0.0148
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,11,0.5429,0.2188,0.1507,0.0681,0.0194
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,12,0.5494,0.1943,0.1736,0.0685,0.0143
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,13,0.5394,0.2003,0.1751,0.0599,0.0252
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,14,0.5604,0.1827,0.1858,0.0588,0.0124
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,15,0.558,0.1708,0.1834,0.0737,0.0141
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,16,0.5538,0.1654,0.1747,0.0905,0.0156
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,17,0.5606,0.1449,0.1717,0.1055,0.0173
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,18,0.5678,0.1499,0.1499,0.1196,0.0128
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,19,0.5637,0.1552,0.1503,0.1046,0.0261
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,20,0.59,0.1517,0.1383,0.095,0.025
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,21,0.6303,0.1378,0.1193,0.0891,0.0235
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,22,0.6656,0.112,0.1187,0.0736,0.0301
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,23,0.7015,0.0894,0.1096,0.0894,0.0101
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,24,0.7116,0.0674,0.1244,0.0812,0.0155
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,25,0.7282,0.0515,0.1297,0.0693,0.0213
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,26,0.7454,0.0311,0.1374,0.0696,0.0165
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,27,0.7538,0.0115,0.145,0.0573,0.0324
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,28,0.7892,0.0097,0.1199,0.0735,0.0077
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,29,0.7942,0.0165,0.1008,0.0761,0.0123
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,30,0.8085,0.017,0.0723,0.0894,0.0128
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,1,0.6275,0.1431,0.1275,0.0843,0.0176
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,2,0.6166,0.1407,0.1252,0.0983,0.0193
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,3,0.6181,0.1474,0.1267,0.0832,0.0246
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,4,0.6089,0.1753,0.1015,0.0959,0.0185
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,5,0.5906,0.2065,0.0978,0.087,0.0181
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,6,0.5765,0.226,0.1014,0.0641,0.032
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,7,0.5879,0.2293,0.1017,0.0707,0.0103
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,8,0.5495,0.256,0.0939,0.07,0.0307
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,9,0.5662,0.245,0.1076,0.0712,0.0099
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,10,0.5426,0.259,0.118,0.0705,0.0098
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,11,0.5325,0.2435,0.1461,0.0601,0.0179
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,12,0.5408,0.2192,0.1664,0.0448,0.0288
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,13,0.5516,0.2109,0.1734,0.0516,0.0125
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,14,0.5326,0.2189,0.1755,0.0637,0.0093
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,15,0.5341,0.1886,0.187,0.0824,0.0079
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,16,0.5375,0.177,0.185,0.0861,0.0144
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,17,0.555,0.1483,0.1834,0.0925,0.0207
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,18,0.5714,0.1397,0.1635,0.1032,0.0222
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,19,0.5748,0.1576,0.1529,0.0955,0.0191
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,20,0.576,0.1536,0.152,0.1056,0.0128
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,21,0.602,0.1184,0.148,0.1086,0.023
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,22,0.6353,0.1042,0.1479,0.0807,0.0319
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,23,0.6802,0.0964,0.1168,0.088,0.0186
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,24,0.7043,0.0904,0.1096,0.0765,0.0191
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,25,0.7227,0.0751,0.1163,0.0608,0.025
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,26,0.7486,0.0388,0.1238,0.0758,0.0129
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,27,0.7597,0.0097,0.1221,0.0795,0.0291
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,28,0.7917,0.0138,0.1061,0.0806,0.0079
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,29,0.7967,0.0144,0.0986,0.0821,0.0082
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,30,0.8056,0.013,0.0929,0.0605,0.0281
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,2,0.6081,0.1776,0.1062,0.083,0.0251
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,4,0.6004,0.1784,0.1115,0.0836,0.026
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,5,0.6415,0.1526,0.1029,0.0846,0.0184
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,6,0.6227,0.1787,0.1047,0.074,0.0199
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,7,0.6159,0.1912,0.1115,0.0655,0.0159
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,8,0.608,0.1951,0.1185,0.054,0.0244
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,9,0.6378,0.1599,0.1224,0.0595,0.0204
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,10,0.6742,0.1237,0.1289,0.0645,0.0087
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,11,0.6546,0.1261,0.1382,0.0725,0.0086
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,12,0.6564,0.1357,0.122,0.0739,0.012
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,13,0.6604,0.1098,0.1389,0.0635,0.0274
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,14,0.6887,0.0846,0.1438,0.0677,0.0152
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,15,0.7237,0.057,0.1248,0.0784,0.016
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,16,0.7393,0.0607,0.1054,0.0804,0.0143
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,17,0.7585,0.0608,0.0787,0.0877,0.0143
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,18,0.7794,0.0362,0.0995,0.0633,0.0217
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,19,0.8055,0.0255,0.0855,0.06,0.0236
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,20,0.8429,0.0153,0.0632,0.067,0.0115
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,21,0.8569,0.0097,0.0484,0.0638,0.0213
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,22,0.8824,0.0098,0.0451,0.0627,0
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,23,0.8836,0,0.0561,0.0395,0.0208
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,24,0.9127,0,0.0306,0.0415,0.0153
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,25,0.9458,0,0.0165,0.0189,0.0189
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,26,0.965,0,0.0117,0.021,0.0023
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,27,0.9659,0,0.0098,0.0244,0
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,28,0.9709,0,0.0106,0.0079,0.0106
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,29,0.9889,0,0,0.0084,0.0028
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,30,0.9941,0,0,0.003,0.003
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,1,0.6328,0.1387,0.127,0.0781,0.0234
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,3,0.6041,0.1689,0.122,0.0769,0.0281
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,5,0.6279,0.167,0.1143,0.078,0.0127
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,6,0.5914,0.2007,0.1147,0.0717,0.0215
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,7,0.6,0.2,0.1088,0.0702,0.0211
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,8,0.5962,0.2148,0.1048,0.0653,0.0189
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,9,0.6054,0.1973,0.1062,0.0776,0.0135
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,10,0.6372,0.1458,0.1267,0.0747,0.0156
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,11,0.6342,0.1368,0.1419,0.0667,0.0205
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,12,0.6521,0.1395,0.1261,0.0672,0.0151
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,13,0.6589,0.106,0.1523,0.0596,0.0232
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,14,0.6819,0.0946,0.1533,0.0587,0.0114
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,15,0.72,0.0678,0.1374,0.0626,0.0122
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,16,0.7296,0.0572,0.1179,0.0797,0.0156
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,17,0.7435,0.0624,0.0901,0.0936,0.0104
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,18,0.7571,0.0408,0.1064,0.0869,0.0089
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,19,0.7688,0.0312,0.0844,0.0881,0.0275
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,20,0.8166,0.0178,0.0809,0.0651,0.0197
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,21,0.8512,0.0099,0.0595,0.0595,0.0198
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,22,0.8801,0.0102,0.0447,0.065,0
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,23,0.8894,0.0066,0.0465,0.0354,0.0221
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,24,0.9249,0,0.0376,0.0329,0.0047
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,25,0.9489,0,0.0242,0.0161,0.0108
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,26,0.9722,0,0.0111,0.0167,0
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,27,0.9824,0,0.0059,0.0118,0
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,28,0.9848,0,0.003,0.0091,0.003
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,29,0.9908,0,0.0031,0.0061,0
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,30,0.9903,0,0,0.0065,0.0032
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,1,0.6275,0.1431,0.1275,0.0843,0.0176
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,2,0.6166,0.1407,0.1252,0.0983,0.0193
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,3,0.6181,0.1474,0.1267,0.0832,0.0246
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,4,0.6089,0.1753,0.1015,0.0959,0.0185
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,5,0.6384,0.1642,0.0941,0.0849,0.0185
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,6,0.6105,0.1975,0.0978,0.0616,0.0326
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,7,0.6333,0.1895,0.0982,0.0702,0.0088
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,8,0.607,0.2017,0.0939,0.0678,0.0296
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,9,0.6233,0.1892,0.1081,0.0693,0.0101
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,10,0.6381,0.1698,0.1201,0.0652,0.0069
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,11,0.6099,0.1687,0.1482,0.0545,0.0187
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,12,0.6355,0.1639,0.1321,0.0435,0.0251
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,13,0.6585,0.1258,0.152,0.0523,0.0114
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,14,0.6552,0.1209,0.1487,0.067,0.0082
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,15,0.6775,0.0858,0.1475,0.0806,0.0086
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,16,0.6827,0.072,0.1475,0.0823,0.0154
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,17,0.7031,0.0666,0.1229,0.0887,0.0188
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,18,0.7304,0.0307,0.1536,0.0648,0.0205
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,19,0.7611,0.0307,0.1075,0.0785,0.0222
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,20,0.8135,0.0146,0.0914,0.0676,0.0128
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,21,0.8253,0.0112,0.0688,0.0781,0.0167
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,22,0.847,0.0115,0.0516,0.0899,0
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,23,0.8574,0.0061,0.0509,0.055,0.0305
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,24,0.891,0.0063,0.021,0.0776,0.0042
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,25,0.9134,0.0068,0.0159,0.0478,0.0159
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,26,0.9318,0.0068,0.0091,0.0409,0.0114
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,27,0.9423,0.0072,0.0024,0.0433,0.0048
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,28,0.9462,0,0.0103,0.0128,0.0308
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,29,0.981,0,0.0081,0.0108,0
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,30,0.9824,0,0.0088,0.0059,0.0029
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,2,0.6081,0.1776,0.1062,0.083,0.0251
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,4,0.6004,0.1784,0.1115,0.0836,0.026
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,5,0.6033,0.1866,0.1069,0.0851,0.0181
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,6,0.5996,0.1975,0.1085,0.073,0.0214
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,7,0.5993,0.2056,0.1132,0.0662,0.0157
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,8,0.5883,0.211,0.1218,0.0549,0.024
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,9,0.6181,0.1742,0.1273,0.0603,0.0201
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,10,0.624,0.1675,0.1297,0.069,0.0099
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,11,0.6228,0.1528,0.1382,0.0764,0.0098
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,12,0.6296,0.1288,0.153,0.0757,0.0129
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,13,0.6377,0.1095,0.161,0.066,0.0258
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,14,0.6672,0.086,0.1592,0.0685,0.0191
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,15,0.688,0.0672,0.144,0.0832,0.0176
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,16,0.7081,0.0742,0.1145,0.0903,0.0129
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,17,0.7334,0.0546,0.106,0.0911,0.0149
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,18,0.7601,0.0405,0.1047,0.0726,0.022
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,19,0.7942,0.0343,0.0892,0.0635,0.0189
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,20,0.8297,0.029,0.0743,0.0562,0.0109
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,21,0.8475,0.0245,0.0527,0.0584,0.0169
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,22,0.8803,0.0122,0.0487,0.0527,0.0061
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,23,0.9057,0,0.0461,0.0373,0.011
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,24,0.9306,0,0.0394,0.0301,0
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,25,0.9517,0,0.0204,0.0204,0.0076
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,26,0.9732,0,0.0161,0.0107,0
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,27,0.9885,0,0.0058,0.0058,0
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,28,0.9909,0,0,0.0061,0.003
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,29,0.9938,0,0,0.0062,0
treatment_anti_TGFb_early,anti_TGFb_early,rules,123,30,0.9937,0,0,0.0032,0.0032
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,1,0.6328,0.1387,0.127,0.0781,0.0234
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,3,0.6041,0.1689,0.122,0.0769,0.0281
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,5,0.5817,0.2136,0.1131,0.079,0.0126
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,6,0.5816,0.211,0.1135,0.0727,0.0213
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,7,0.5938,0.2049,0.1094,0.0694,0.0226
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,8,0.5925,0.219,0.1053,0.0645,0.0187
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,9,0.6017,0.2,0.1083,0.0767,0.0133
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,10,0.6003,0.176,0.1349,0.074,0.0148
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,11,0.6094,0.1524,0.1507,0.0681,0.0194
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,12,0.6264,0.1176,0.1733,0.0684,0.0143
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,13,0.6297,0.1139,0.1709,0.0601,0.0253
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,14,0.6568,0.103,0.1685,0.0593,0.0125
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,15,0.6656,0.0801,0.168,0.0722,0.0141
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,16,0.6825,0.0651,0.146,0.0905,0.0159
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,17,0.706,0.0533,0.126,0.0969,0.0178
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,18,0.7336,0.0428,0.0987,0.1118,0.0132
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,19,0.7663,0.0344,0.0842,0.0962,0.0189
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,20,0.8073,0.0218,0.0691,0.0727,0.0291
treatment_anti_TGFb_early,anti_TGFb_early,rules,42,21,0.8582,0.0147,0.0442,0.0589,0.0239
